ICAO Code,IATA,Airport Name,City/Town,Country,Latitude Decimal Degrees,Longitude Decimal Degrees
LKKV,KLV,KARLOVY VARY,KARLOVY VARY,CZECH REPUBLIC,50.203,12.915
LKLN,N/A,LINE,LINE,CZECH REPUBLIC,49.675,13.274
LKMH,N/A,MNICHOVO HRADISTE,MNICHOVO HRADISTE,CZECH REPUBLIC,50.54,15.006
LKMT,OSR,MOSNOV,OSTRAVA,CZECH REPUBLIC,49.696,18.111
LKNA,N/A,NAMEST,NAMEST,CZECH REPUBLIC,49.166,16.125
LKPD,PED,PARDUBICE,PARDUBICE,CZECH REPUBLIC,50.013,15.739
LKPM,N/A,PRIBRAM,PRIBRAM,CZECH REPUBLIC,49.719,14.097
LKPO,PRV,PREROV,PREROV,CZECH REPUBLIC,49.426,17.405
LKPR,PRG,RUZYNE,PRAGUE,CZECH REPUBLIC,50.101,14.26
LKSO,N/A,SOBESLAV,SOBESLAV,CZECH REPUBLIC,49.245,14.714
LKTB,BRQ,TURANY,TURANY,CZECH REPUBLIC,49.151,16.694
LKVO,N/A,VODOCHODY,VODOCHODY,CZECH REPUBLIC,50.216,14.396
LLBG,TLV,BEN GURION,TEL-AVIV,ISRAEL,32.009,34.877
LLBS,BEV,TEYMAN,BEER-SHEBA,ISRAEL,31.287,34.723
LLEK,N/A,TEL NOV,TEL-NOF,ISRAEL,31.839,34.822
LLES,N/A,EYN SHEMER,EYN-SHEMER,ISRAEL,32.441,35.006
LLET,ETH,EILAT,ELAT,ISRAEL,29.561,34.96
LLEY,N/A,EN YAHAV,EYN-YAHAV,ISRAEL,30.623,35.202
LLHA,HFA,HAIFA,HAIFA,ISRAEL,32.811,35.044
LLHS,N/A,HATZOR,HAZTOR,ISRAEL,31.762,34.727
LLIB,RPN,MAHANAIM I BEN YAAKOV,ROSH PINA,ISRAEL,32.981,35.572
LLJR,JRS,JERUSALEM/ATAROT,JERUSALEM,ISRAEL,31.867,35.217
LLLL,N/A,ARAD,TEL-AVIV FIR/CTA/UTA,ISRAEL,31.229,35.191
LLMG,N/A,MEGIDDO,MEGIDO AIRSTRIP,ISRAEL,32.599,35.228
LLMZ,MTZ,BAR YEHUDA,METZADA,ISRAEL,31.328,35.388
LLNV,N/A,NEVATIM AB,NEVATIM,ISRAEL,31.208,35.012
LLOV,VDA,OVDA,OVDA,ISRAEL,29.94,34.936
LLRD,N/A,RAMAT DAVID,RAMAT DAVID,ISRAEL,32.66,35.182
LLRM,N/A,RAMON,RAMON,ISRAEL,30.776,34.667
LLSD,SDV,SDE DOV,TEL-AVIV,ISRAEL,32.114,34.782
LMML,MLA,LUQA,MALTA,MALTA,35.857,14.478
LMMM,N/A,MALTA ACC,MALTA ACC,MALTA,35.917,14.417
LOAN,N/A,WIENER NEUSTADT EAST,WIENER NEUSTADT OST,AUSTRIA,47.843,16.26
LOLW,N/A,WELS,WELS,AUSTRIA,48.183,14.041
LOWG,GRZ,GRAZ MIL/CIV,GRAZ,AUSTRIA,47,15.433
LOWI,INN,INNSBRUCK,INNSBRUCK,AUSTRIA,47.26,11.344
LOWK,KLU,KLAGENFURT(AUS-AFB),KLAGENFURT,AUSTRIA,46.65,14.333
LOWL,LNZ,HORSCHING INTERNATIONAL AIRPORT (AUS - AFB),LINZ,AUSTRIA,48.233,14.183
LOWM,N/A,VIENNA MET CENTER,VIENNA,AUSTRIA,48,16.5
LOWS,SZG,SALZBURG,SALZBURG,AUSTRIA,47.793,13.004
LOWW,VIE,SCHWECHAT,VIENNA,AUSTRIA,48.11,16.57
LOXG,N/A,GRAZ,GRAZ,AUSTRIA,46.991,15.439
LOXK,N/A,KLAGENFURT,KLAGENFURT,AUSTRIA,46.642,14.338
LOXL,N/A,LINZ,LINZ,AUSTRIA,48.233,14.188
LOXT,N/A,TULLN,LANGENLEBARN,AUSTRIA,48.321,16.112
LOXZ,N/A,ZELTWEG,ZELTWEG,AUSTRIA,47.203,14.744
LPAR,N/A,ALVERCA,ALVERCA,ACORES,38.883,-9.03
LPAZ,SMA,SANTA MARIA,SANTA MARIA (ISLAND),ACORES,36.971,-25.171
LPBG,BGC,BRAGANCA,BRAGANCA,ACORES,41.868,-6.712
LPBJ,N/A,BEJA,BEJA (MADEIRA),ACORES,38.079,-7.932
LPBR,N/A,BRAGA,BRAGA,ACORES,41.587,-8.445
LPCO,N/A,COIMBRA,COIMBA,ACORES,40.157,-8.47
LPCS,N/A,CASCAIS,CASCAIS,ACORES,38.725,-9.355
LPCV,N/A,COVILHA,COVILHA,ACORES,40.265,-7.48
LPEV,N/A,EVORA,EVORA,ACORES,38.533,-7.889
LPFL,FLW,FLORES,FLORES (FLORES ISL.),ACORES,39.455,-31.131
LPFR,FAO,FARO,FARO,ACORES,37.014,-7.966
LPGR,GRW,GRACIOSA,GRACIOSA ISLAND,ACORES,39.092,-28.03
LPHR,HOR,HORTA,HORTA,ACORES,38.52,-28.716
LPIN,N/A,ESPINHO,ESPINHO,PORTUGAL,40.974,-8.645
LPLA,TER,LAJES,LAJES (TERCEIRA ISLAND),ACORES,38.764,-27.093
LPMG,N/A,LISBON MET OFFICE,LISBON,PORTUGAL,38.717,-9.156
LPMR,N/A,MONTE REAL,MONTE REAL,ACORES,39.831,-8.887
LPMT,N/A,MONTIJO,MONTIJO,ACORES,38.704,-9.036
LPOV,N/A,OVAR,OVAR,PORTUGAL,40.916,-8.646
LPPD,PDL,PONTA DELGADA,PONTA DELGADA,ACORES,37.741,-25.698
LPPI,PIX,PICO,PICO,ACORES,38.554,-28.44
LPPM,N/A,PORTIMAO,PORTIMAO,ACORES,37.149,-8.584
LPPR,OPO,PORTO,PORTO,ACORES,41.248,-8.681
LPPS,PXO,PORTO SANTO,PORTO SANTO,MADEIRA,33.073,-16.35
LPPT,LIS,LISBOA,LISBON,PORTUGAL,38.781,-9.136
LPSJ,SJZ,SAO JORGE,SAO JORGE ISLAND,ACORES,38.665,-28.176
LPST,N/A,SINTRA,SINTRA,ACORES,38.831,-9.339
LPTN,N/A,TANCOS,TANCOS,ACORES,39.475,-8.364
LPVR,VRL,VILA REAL,VILA REAL,ACORES,41.274,-7.72
LPVZ,N/A,VISEU,VISEU,ACORES,40.725,-7.889
LQBK,N/A,BANJA LUKA,BANJA LUKA,BOSNIA-HERCEGOVINA,44.941,17.298
LQMO,OMO,MOSTAR,MOSTAR,BOSNIA-HERCEGOVINA,43.283,17.846
LQSA,SJJ,SARAJEVO,SARAJEVO,BOSNIA-HERCEGOVINA,43.824,18.331
LRAR,ARW,ARAD,ARAD,ROMANIA,46.176,21.262
LRBC,BCM,BACAU,BACAU,ROMANIA,46.522,26.91
LRBM,BAY,TAUTII MAGHERAUS,BAIA MARE,ROMANIA,47.658,23.47
LRBS,BBU,BANEASA,BUCHAREST,ROMANIA,44.503,26.102
LRCK,CND,MIHAIL KOGALNICEANU,CONSTANTA,ROMANIA,44.362,28.488
LRCL,CLJ,SOMESENI,CLUJ-NAPOCA,ROMANIA,46.785,23.686
LRCS,CSB,CARANSEBES,CARANSEBES,ROMANIA,45.42,22.253
LRCV,CRA,CRAIOVA,CRAIOVA,ROMANIA,44.318,23.889
LRIA,IAS,IASI,IASI,ROMANIA,47.179,27.62
LROD,OMR,ORADEA,ORADEA,ROMANIA,47.025,21.902
LROP,OTP,OTOPENI,BUCHAREST,ROMANIA,44.574,26.103
LRSB,SBZ,SIBIU,SIBIU,ROMANIA,45.786,24.091
LRSM,SUJ,SATU MARE,SATU MARE,ROMANIA,47.703,22.886
LRSV,SCV,SALCEA,SUCEAVA,ROMANIA,47.688,26.354
LRTC,TCE,CATALOI,TULCEA,ROMANIA,45.062,28.714
LRTM,TGM,VIDRASAU,TIRGU MURES,ROMANIA,46.468,24.412
LRTR,TSR,GIARMATA,TIMISOARA,ROMANIA,45.81,21.338
LSAZ,N/A,REICHENBACH,ZURICH AREA,SWITZERLAND,46.614,7.678
LSGC,N/A,LES EPLATURES,LES EPLATURES,SWITZERLAND,47.084,6.793
LSGG,GVA,GENEVA COINTRIN,GENEVA,SWITZERLAND,46.238,6.109
LSGK,N/A,SAANEN,SAANEN,SWITZERLAND,46.488,7.251
LSGS,SIR,SION,SION,SWITZERLAND,46.219,7.327
LSMA,N/A,ALPNACH,ALPNACH,SWITZERLAND,46.944,8.284
LSMC,N/A,ULRICHEN,ULRICHEN,SWITZERLAND,46.501,8.296
LSMD,N/A,DUBENDORF,DUBENDORF,SWITZERLAND,47.399,8.648
LSME,N/A,EMMEN,EMMEN,SWITZERLAND,47.092,8.305
LSMF,N/A,MOLLIS,MOLLIS,SWITZERLAND,47.079,9.065
LSMI,N/A,INTERLAKEN,INTERLAKEN,SWITZERLAND,46.676,7.879
LSMJ,N/A,TURTMANN,TURTMANN,SWITZERLAND,46.304,7.714
LSMM,N/A,MEIRINGEN,MEIRINGEN,SWITZERLAND,46.743,8.11
LSMN,N/A,RARON,RARON,SWITZERLAND,46.304,7.823
LSMP,N/A,PAYERNE,PAYERNE,SWITZERLAND,46.843,6.915
LSMU,N/A,BUOCHS AIRPORT,BUOCHS,SWITZERLAND,46.975,8.399
LSSW,N/A,ZURICH MET,ZURICH,SWITZERLAND,47.383,8.567
LSZA,LUG,LUGANO,LUGANO,SWITZERLAND,46.004,8.911
LSZB,BRN,BERN BELP,BERN,SWITZERLAND,46.914,7.497
LSZG,N/A,GRENCHEN,GRENCHEN,SWITZERLAND,47.181,7.417
LSZH,ZRH,ZURICH,ZURICH,SWITZERLAND,47.465,8.549
LSZR,ACH,ST GALLEN ALTENRHEIN,ALTENRHEIN,SWITZERLAND,47.485,9.561
LSZS,SMV,SAMEDAN,SAMEDAN,SWITZERLAND,46.532,9.883
LTAA,N/A,ANKARA ACC,ANKARA ACC/FIR/FIC,TURKEY,40,32
LTAB,N/A,GUVERCINLIK,ANKARA,TURKEY,39.935,32.741
LTAC,ESB,ESENBOGA,ANKARA,TURKEY,40.128,32.995
LTAD,ANK,ETIMESGUT,ANKARA,TURKEY,39.95,32.689
LTAE,N/A,AKINCI,ANKARA,TURKEY,40.079,32.566
LTAF,ADA,ADANA,ADANA,TURKEY,36.982,35.28
LTAG,ADA,INCIRLIK AB,ADANA,TURKEY,37.002,35.426
LTAH,AFY,AFYON,AFYON,TURKEY,38.726,30.601
LTAI,AYT,ANTALYA,ANTALYA,TURKEY,36.901,30.792
LTAJ,GZT,OGUZELI,GAZIANTEP,TURKEY,36.948,37.479
LTAK,N/A,ISKENDERUN,ISKENDERUN,TURKEY,36.573,36.154
LTAL,N/A,KASTAMONU,KASTAMONU,TURKEY,41.314,33.796
LTAN,KYA,KONYA,KONYA,TURKEY,37.979,32.562
LTAP,MZH,MERZIFON,MERZIFON,TURKEY,40.829,35.522
LTAQ,SSX,SAMSUN AIRPORT,SAMSUN,TURKEY,41.276,36.304
LTAR,VAS,SIVAS,SIVAS,TURKEY,39.814,36.903
LTAS,N/A,CAYCUMA,ZONGULDAK,TURKEY,41.516,32.1
LTAT,MLX,ERHAC,MALATYA,TURKEY,38.436,38.092
LTAU,ASR,ERKILET,KAYSERI,TURKEY,38.77,35.495
LTAV,N/A,SIVRIHISAR,SIVRIHISAR,TURKEY,39.451,31.365
LTAW,N/A,TOKAT,TOKAT,TURKEY,40.305,36.368
LTAX,N/A,ERDEMIR,EREGLI,TURKEY,41.254,31.415
LTAY,DNZ,CARDAK,DENIZLI,TURKEY,37.785,29.701
LTAZ,N/A,KAPADOKYA,NEVSEHIR,TURKEY,38.772,34.534
LTBA,IST,ATATURK,ISTANBUL,TURKEY,40.977,28.821
LTBD,N/A,CILDIR,AYDIN,TURKEY,37.816,27.886
LTBE,BTZ,BURSA,BURSA,TURKEY,40.232,29.009
LTBF,BZI,BALIKESIR,BALIKESIR,TURKEY,39.619,27.925
LTBG,BDM,BANDIRMA,BANDIRMA,TURKEY,40.318,27.977
LTBH,N/A,CANAKKALE,CANAKKALE,TURKEY,40.138,26.427
LTBI,ESK,ESKISEHIR,ESKISEHIR,TURKEY,39.784,30.582
LTBJ,ADB,ADNAN MENDERES,IZMIR,TURKEY,38.292,27.157
LTBK,N/A,GAZIEMIR,IZMIR,TURKEY,38.319,27.16
LTBL,IGL,CIGLI,IZMIR,TURKEY,38.513,27.01
LTBM,N/A,ISPARTA,ISPARTA,TURKEY,37.785,30.582
LTBN,N/A,KUTAHYA,KUTAHYA,TURKEY,39.427,30.016
LTBO,N/A,USAK,USAK,TURKEY,38.681,29.471
LTBP,N/A,YALOVA,YALOVA,TURKEY,40.683,29.379
LTBQ,N/A,TOPEL,TOPEL,TURKEY,40.735,30.083
LTBR,N/A,YENISEHIR,YENISEHIR,TURKEY,40.255,29.563
LTBS,DLM,DALAMAN,DALAMAN,TURKEY,36.713,28.793
LTBT,N/A,AKHISAR,AKHISAR,TURKEY,38.809,27.834
LTBU,N/A,CORLU,CORLU,TURKEY,41.138,27.919
LTBX,N/A,SAMANDIRA,ISTANBUL,TURKEY,40.993,29.216
LTBY,N/A,ANADOLU,ESKISSEHIR,TURKEY,39.81,30.519
LTCA,EZS,ELAZIG,ELAZIG,TURKEY,38.607,39.291
LTCC,DIY,DIYARBAKIR,DIYABAKIR,TURKEY,37.894,40.201
LTCD,ERC,ERZINCAN,ERZINCAN,TURKEY,39.71,39.526
LTCE,ERZ,ERZURUM,ERZURUM,TURKEY,39.956,41.17
LTCF,N/A,KARS,KARS,TURKEY,40.562,43.115
LTCG,TZX,TRABZON,TRABZON,TURKEY,40.995,39.79
LTCH,N/A,SANLIURFA,SANLIURFA,TURKEY,37.092,38.846
LTCI,VAN,VAN,VAN,TURKEY,38.468,43.332
LTCJ,BAL,BATMAN,BATMAN,TURKEY,37.929,41.116
LTCK,N/A,MUS,MUS,TURKEY,38.754,41.661
LTCL,N/A,SIIRT,SIIRT,TURKEY,37.979,41.84
LTCM,N/A,SINOP,NINIOP,TURKEY,42.019,35.079
LTFA,N/A,KAKLIC,IZMIR,TURKEY,38.517,26.977
LTFB,N/A,EFES,IZMIR,TURKEY,37.951,27.329
LUBL,N/A,BALTI,SALTSY,MOLDOVA,47.838,27.781
LUKK,KIV,CHISINAU,KICHINAU FIR/ACC/COM,MOLDOVA,46.928,28.931
LWOH,OHD,OHRID,OHRID,FORMER MACEDONIA,41.18,20.742
LWSK,SKP,SKOPJE,SKOPJE,FORMER MACEDONIA,41.961,21.621
LXGB,GIB,GIBRALTAR,GIBRALTAR,GIBRALTAR,36.151,-5.349
LYBE,BEG,BEOGRAD,BEOGRAD,YUGOSLAVIA,44.818,20.309
LYPG,TGD,PODGORICA,PODGORICA,YUGOSLAVIA,42.359,19.252
LYPR,PRN,PRISTINA,PRISTINA,YUGOSLAVIA,42.573,21.036
LYTV,TIV,TIVAT,TIVAT,YUGOSLAVIA,42.404,18.723
LYVR,N/A,VRSAC,VRSAC,YUGOSLAVIA,45.147,21.31
LZIB,BTS,M R STEFANIK,BRATISLAVA,SLOVAKIA,48.17,17.212
LZKZ,KSC,KOSICE,KOSICE,SLOVAKIA,48.663,21.241
LZMC,N/A,MALACKY,MALACKY,SLOVAKIA,48.402,17.118
LZPP,PZY,PIESTANY,PIESTANY,SLOVAKIA,48.625,17.828
LZSL,SLD,SLIAC,SLIAC,SLOVAKIA,48.638,19.134
LZTN,N/A,TRENCIN,TRENCIN,SLOVAKIA,48.865,17.992
LZTT,TAT,TATRY,POPRAD,SLOVAKIA,49.073,20.241
LZZI,N/A,ZILINA,ZILINA,SLOVAKIA,49.232,18.614
MBNC,NCA,NORTH CAICOS,NORTH CAICOS,TURKS & CAICOS I.,21.917,-71.939
MBPV,PLS,PROVIDENCIALES,PROVIDENCIALES,TURKS & CAICOS I.,21.774,-72.266
MBSC,XSC,SOUTH CAICOS,SOUTH CAICOS,TURKS & CAICOS I.,21.516,-71.528
MDAB,N/A,ARROYO BARRIL,SAMANA,DOMINICAN REPUBLIC,19.199,-69.43
MDBH,BRX,MARIA MONTEZ INTERNATIONAL,BARAHONA,DOMINICAN REPUBLIC,18.251,-71.12
MDCR,N/A,CABO ROJO,CABO ROJO,DOMINICAN REPUBLIC,17.929,-71.645
MDCZ,N/A,CONSTANZA,CONSTANZA,DOMINICAN REPUBLIC,18.908,-70.72
MDHE,HEX,HERRERA INTERNATIONAL,SANTO DOMINGO,DOMINICAN REPUBLIC,18.471,-69.969
MDLR,LRM,LA ROMANA INTERNATIONAL,LA ROMANA,DOMINICAN REPUBLIC,18.452,-68.912
MDPC,PUJ,PUNTA CANA INTERNATIONAL,PUNTA CANA,DOMINICAN REPUBLIC,18.567,-68.363
MDPP,POP,GREGORIO LUPERON INTERNATIONAL,PUERTO PLATA,DOMINICAN REPUBLIC,19.757,-70.57
MDSD,SDQ,LAS AMERICAS INTERNATIONAL,SANTO DOMINGO,DOMINICAN REPUBLIC,18.429,-69.669
MDSI,N/A,SAN ISIDRO AB,SAN ISIDORO,DOMINICAN REPUBLIC,18.504,-69.762
MDST,STI,CIBAO INTERNATIONAL,SANTIAGO,DOMINICAN REPUBLIC,19.409,-70.616
MGBN,N/A,BANANERA,BANANERA,GUATEMALA,15.473,-88.837
MGCB,CBV,COBAN,COBAN,GUATEMALA,15.469,-90.407
MGGT,GUA,LA AURORA,GUATEMALA CITY,GUATEMALA,14.583,-90.528
MGPB,N/A,PUERTO BARRIOS,PUERTO BARRIOS,GUATEMALA,15.731,-88.584
MGPP,N/A,POPTUN,POPTUN,GUATEMALA,16.326,-89.417
MGQZ,N/A,QUEZALTENANGO,QUEZALTENANGO,GUATEMALA,14.865,-91.502
MGRT,N/A,RETALHULEU,RETALHULEU,ARGENTINA,14.521,-91.697
MGSJ,N/A,SAN JOSE,SAN JOSE,GUATEMALA,13.936,-90.836
MHIC,N/A,ISLAS DEL CISNE,ISLAS DEL CISNE,HONDURAS,17.407,-83.933
MHLC,LCE,GOLOSON INTERNATIONAL,LA CEIBA,HONDURAS,15.742,-86.853
MHLM,SAP,LA MESA INTERNATIONAL,SAN PEDRO SULA,HONDURAS,15.452,-87.923
MHNJ,GJA,GUANAJA,GUANAJA,HONDURAS,16.445,-85.906
MHPL,PEU,PUERTO LEMPIRA,PUERTO LEMPIRA,HONDURAS,15.261,-83.781
MHRO,RTB,ROATAN,ROATAN,HONDURAS,16.317,-86.522
MHTE,TEA,TELA,TELA,HONDURAS,15.776,-87.476
MHTG,TGU,TONCONTIN INTERNATIONAL,TEGUCIGALPA,HONDURAS,14.061,-87.217
MHTJ,N/A,TRUJILLO,TRUJILLO,HONDURAS,15.927,-85.938
MKBS,OCJ,BOSCOBEL,OCHO RIOS,JAMAICA,18.404,-76.969
MKJP,KIN,NORMAN MANLEY INTERNATIONAL,KINGSTON,JAMAICA,17.936,-76.787
MKJS,MBJ,SANGSTER INTERNATIONAL,MONTEGO BAY,JAMAICA,18.504,-77.913
MKKJ,POT,KEN JONES,PORT ANTONIO,JAMAICA,18.199,-76.534
MKTP,KTP,TINSON PEN,KINGSTON,JAMAICA,17.988,-76.824
MMAA,ACA,GENERAL JUAN N ALVAREZ INTERNATIONAL,ACAPULCO,MEXICO,16.757,-99.753
MMAN,NTR,DEL NORTE INTERNATIONAL,MONTERREY,MEXICO,25.866,-100.237
MMAS,AGU,JESUS TERAN INTERNATIONAL,AGUASCALIENTES,MEXICO,21.705,-102.318
MMBT,HUX,BAHIAS DE HUATULCO INTERNATIONAL,BAHIAS DEHUATULCO,MEXICO,15.775,-96.261
MMCB,CVJ,CUERNAVACA,CUERNAVACA,MEXICO,18.835,-99.262
MMCC,N/A,CIUDAD ACUNA INTERNATIONAL,CIUDAD ACUNA,BRAZIL,29.332,-100.981
MMCE,CME,CIUDAD DEL CARMEN INTERNATIONAL,CIUDAD DEL CARMEN,MEXICO,18.654,-91.799
MMCG,N/A,NUEVO CASAS GRANDES,NUEVO CASAS GRANDES,MEXICO,30.397,-107.875
MMCH,N/A,CHILPANCINGO,CHILPANCINGO,MEXICO,17.574,-99.514
MMCL,CUL,CULIACAN INTERNATIONAL,CULIACAN,MEXICO,24.764,-107.474
MMCM,CTM,CHETUMAL INTERNATIONAL,CHETUMAL,MEXICO,18.504,-88.327
MMCN,CEN,CIUDAD OBREGON INTERNATIONAL,CIUDAD OBREGON,MEXICO,27.392,-109.833
MMCP,CPE,INGENIERO ALBERTO ACUNA ONGAY INTERNATIONAL,CAMPECHE,MEXICO,19.817,-90.5
MMCS,CJS,ABRAHAM GONZALEZ INTERNATIONAL,CIUDAD JUAREZ,MEXICO,31.636,-106.429
MMCU,CUU,GENERAL R FIERRO VILLALOBOS INTERNATIONAL,CHIHUAHUA,MEXICO,28.703,-105.964
MMCV,CVM,CIUDAD VICTORIA,CIUDAD VICTORIA,MEXICO,23.704,-98.956
MMCY,N/A,CELAYA,CELAYA,MEXICO,20.546,-100.886
MMCZ,CZM,COZUMEL INTERNATIONAL,COZUMEL,MEXICO,20.522,-86.926
MMDM,MMC,CIUDAD MANTE,CIUDAD MANTE,MEXICO,22.74,-99.018
MMDO,DGO,DURANGO INTERNATIONAL,DURANGO,MEXICO,24.124,-104.528
MMEP,TPQ,TEPIC,TEPIC,MEXICO,21.419,-104.843
MMES,ESE,GENERAL ALBERTO L SALINAS C INTERNATIONAL,ENSENADA,MEXICO,31.795,-116.602
MMGL,GDL,DON MIGUEL Y HIDALGO INTERNATIONAL,GUADALAJARA,MEXICO,20.522,-103.311
MMGM,GYM,GENERAL JOSE MARIA YANEZ INTERNATIONAL,GUAYMAS,MEXICO,27.969,-110.925
MMHC,TCN,TEHUACAN,TEHUACAN,MEXICO,18.497,-97.42
MMHO,HMO,GENERAL IGNACIO P GARCIA INTERNATIONAL,HERMOSILLO,MEXICO,29.096,-111.048
MMIA,CLQ,COLIMA,COLIMA,MEXICO,19.277,-103.577
MMIM,ISJ,ISLA MUJERES,ISLA MUJERES,MEXICO,21.245,-86.74
MMIO,SLW,PLAN DE GUADALUPE INTERNATIONAL,SALTILLO,MEXICO,25.549,-100.929
MMIT,N/A,IXTEPEC,IZTEPEC,MEXICO,16.449,-95.094
MMJA,N/A,LENCERO,JALAPA,MEXICO,19.475,-96.797
MMLC,LZC,LAZARO CARDENAS,LAZARD CARDENAS,MEXICO,18.002,-102.22
MMLM,LMM,VALLE DEL FUERTE INTERNATIONAL,LOS MOCHIS,MEXICO,25.685,-109.081
MMLO,BJX,DE GUANAJUATO INTERNATIONAL,DEL BAJIO,MEXICO,20.993,-101.481
MMLP,LAP,GENERAL MANUEL MARQUEZ DE LEON INTERNATIONAL,LA PAZ,MEXICO,24.072,-110.362
MMLT,LTO,LORETO INTERNATIONAL,LORETO,MEXICO,25.989,-111.348
MMMA,MAM,GENERAL SERVANDO CANALES INTERNATIONAL,MATAMOROS,MEXICO,25.77,-97.525
MMMD,MID,LICENCIADO MANUEL CRECENCIO REJON INTERNATIONAL,MERIDA,MEXICO,20.937,-89.657
MMML,MXL,GENERAL RODOLFO SANCHEZ TABOADA INTERNATIONAL,MEXICALI,MEXICO,32.631,-115.241
MMMM,MLM,GENERAL FRANCISCO J MUJICA,MORELIA,MEXICO,19.85,-101.025
MMMT,MTT,MINATITLAN,MINATITLAN,MEXICO,18.103,-94.581
MMMV,LOV,MONCLOVA INTERNATIONAL,MONCLOVA,MEXICO,26.956,-101.47
MMMX,MEX,LICENCIADO BENITO JUAREZ INTERNATIONAL,MEXICO CITY,MEXICO,19.436,-99.072
MMMY,MTY,GENERAL MARIANO ESCOBEDO INTERNATIONAL,MONTERREY,MEXICO,25.778,-100.107
MMMZ,MZT,GENERAL RAFAEL BUELNA INTERNATIONAL,MAZATLAN,MEXICO,23.161,-106.266
MMNG,NOG,NOGALES INTERNATIONAL,NOGALES,MEXICO,31.226,-110.976
MMNL,NLD,QUETZALCOATL INTERNATIONAL,NUEVO LAREDO,MEXICO,27.444,-99.57
MMOX,OAX,XOXOCOTLAN INTERNATIONAL,OAXACA,MEXICO,17,-96.726
MMPA,PAZ,TAJIN,POZA RICO,MEXICO,20.603,-97.461
MMPB,PBC,HERMANOS SERDAN INTERNATIONAL,PUEBLA,MEXICO,19.158,-98.371
MMPC,PCA,INGENIERO JUAN GUILLERMO VILLASANA,PACHUCA,MEXICO,20.077,-98.782
MMPE,PPE,PUNTA PENASCO,PUNTA PENASCO,MEXICO,31.352,-113.526
MMPG,PDS,PIEDRAS NEGRAS INTERNATIONAL,PIEDRAS NEGRAS,MEXICO,28.627,-100.535
MMPN,UPN,LICENCIADO Y GEN IGNACIO LOPEZ RAYON,URUAPAN,MEXICO,19.397,-102.039
MMPR,PVR,LICENCIADO GUSTAVO DIAZ ORDAZ INTERNATIONAL,PUERTO VALLARTA,MEXICO,20.68,-105.254
MMPS,PXM,PUERTO ESCONDIDO,PUERTO ESCONDIDO,MEXICO,15.877,-97.089
MMQT,QRO,INGENIERO F ESPINOZA GUTIERREZ INTERNATIONAL,QUERETARO,MEXICO,20.624,-100.369
MMRX,REX,GENERAL LUCIO BLANCO INTERNATIONAL,REYNOSA,MEXICO,26.009,-98.228
MMSD,SJD,LOS CABOS INTERNATIONAL,SAN JOSE DEL CABO,MEXICO,23.152,-109.721
MMSF,N/A,SAN FELIPE,SAN FILIPE,MEXICO,30.93,-114.809
MMSP,SLP,PONCIANO ARRIAGA INTERNATIONAL,SAN LUIS POTOSI,MEXICO,22.254,-100.931
MMTA,TXA,TLAXCALA,TLAXCALA,MEXICO,19.536,-98.173
MMTC,TRC,TORREON INTERNATIONAL,TORREON,MEXICO,25.568,-103.411
MMTG,TGZ,FRANCISCO SARABIA,TUXTLA GUTIERREZ,MEXICO,16.769,-93.341
MMTJ,TIJ,GENERAL ABELARDO L RODRIGUEZ INTERNATIONAL,TIJUANA,MEXICO,32.541,-116.97
MMTM,TAM,GENERAL FRANCISCO JAVIER MINA INTERNATIONAL,TAMPICO,MEXICO,22.296,-97.866
MMTN,TSL,TAMUIN,TAMUIN,MEXICO,22.038,-98.806
MMTO,TLC,LICENCIADO ADOLFO LOPEZ MATEOS INTERNATIONAL,TOLUCA,MEXICO,19.337,-99.566
MMTP,TAP,TAPACHULA INTERNATIONAL,TAPACHULA,MEXICO,14.794,-92.37
MMTX,N/A,ZAPOTILTIC,TUXPAN,MEXICO,19.598,-103.372
MMUN,CUN,CANCUN INTERNATIONAL,CANCUN,MEXICO,21.036,-86.877
MMVA,VSA,C P A CARLOS ROVIROSA INTERNATIONAL,VILLAHERMOSA,MEXICO,17.997,-92.817
MMVR,VER,GENERAL HERIBERTO JARA INTERNATIONAL,VERA CRUZ,MEXICO,19.145,-96.187
MMZC,ZCL,GENERAL LEOBARDO C RUIZ INTERNATIONAL,ZACATECAS,MEXICO,22.897,-102.687
MMZH,ZIH,IXTAPA ZIHUATANEJO INTERNATIONAL,ZIHUATANEJO,MEXICO,17.601,-101.46
MMZM,ZMM,ZAMORA,ZAMORA,MEXICO,20.045,-102.276
MMZO,ZLO,PLAYA DE ORO INTERNATIONAL,MANZANILLO,MEXICO,19.145,-104.559
MMZP,N/A,ZAPOPAN,ZAPOPAN,MEXICO,20.756,-103.465
MNBL,BEF,BLUEFIELDS,BLUEFIELDS,NICARAGUA,11.989,-83.774
MNBR,N/A,LOS BRASILES,LOS BRASILES,NICARAGUA,12.189,-86.354
MNLN,N/A,FANOR URROZ,LEON,NICARAGUA,12.428,-86.902
MNMG,MGA,MANAGUA INTERNATIONAL,MANAGUA,NICARAGUA,12.141,-86.168
MNPC,PUZ,PUERTO CABEZAS,PUERTO CABEZAS,NICARAGUA,14.047,-83.387
MPBO,BOC,BOCAS DEL TORO,BOCAS DEL TORO,PANAMA,9.341,-82.251
MPCH,CHX,CAP MANUEL NINO INTERNATIONAL,CHANGUINOLA,PANAMA,9.459,-82.517
